2,20298
2,21683
2,20735
2,21388
2,21578
1563,20559
1580,20010
1605,20817
1635,20532
1635,21527
1658,16113
1658,15008
1675,15802
5172,13106
5374,16509
8484,11719
10678,21205
11250,17834
11253,11253
11257,20532
11257,18053
11258,20289
11264,20848
11279,11279
11284,17699
11299,20106
11309,20402
11312,22013
11317,21988
11319,19424
11323,17597
11338,20532
11341,20237
11344,21866
11348,22013
11348,21394
11348,21344
11348,21837
11348,20036
11348,21256
11360,21494
11362,16373
11364,20885
11364,20866
11373,16509
11388,18167
11398,21838
11398,20873
11419,21404
11421,20182
11431,15079
11456,20906
11456,14376
11473,20569
11473,21500
11502,18191
11506,21457
11507,15065
11519,22014
11520,20010
11539,19921
11542,14908
11553,20240
11560,21095
11585,20411
11585,20133
11610,21191
11613,14150
11619,21457
11635,21257
11641,21852
11645,18495
11647,20532
11666,12391
11677,21164
11677,21275
11684,17415
11685,17021
11707,17941
11711,21588
11726,17360
11731,11684
11734,21012
11737,21251
11737,15934
11750,21278
11750,18792
11750,18701
11763,11622
11764,20844
11796,17049
11796,21837
11796,20532
11796,14908
11796,21805
11796,1635
11796,20990
11796,21851
11796,18862
11796,20849
11796,21988
11808,21638
11810,21648
11843,20009
11843,20617
11843,20532
11843,20670
11843,20011
11843,21001
11865,20532
11876,20255
11876,20252
11876,20638
11877,21837
11877,22013
11885,16347
11888,21182
11893,20817
11929,18142
11944,14985
11959,20839
11962,21837
11962,21202
11966,20839
11971,20700
11977,20532
11991,20217
11991,20982
11997,15758
12005,21638
12017,21457
12017,13616
12021,21634
12021,21725
12036,18908
12036,20776
12052,21210
12083,21210
12090,21058
12090,20728
12090,21010
12090,20728
12100,21602
12104,12510
12104,12104
12106,21218
12121,21820
12121,20273
12121,21838
12123,18792
12123,18701
12128,12128
12161,14551
12162,20745
12171,20411
12197,20138
12197,21281
12197,20282
12197,20889
12197,21050
12197,21494
12199,12894
12203,14351
12204,21401
12218,20010
12228,20542
12228,15251
12235,15177
12237,18792
12237,18701
12238,11407
12243,15002
12248,21404
12265,16461
12308,19217
12315,21531
12315,20960
12315,20526
12315,20355
12318,18142
12331,20573
12331,20466
12331,20975
12331,20750
12343,20182
12359,21251
12361,14479
12364,12364
12366,21809
12373,11877
12393,18206
12409,20807
12409,21331
12410,20065
12410,21098
12418,21275
12419,20839
12424,16484
12427,19921
12427,15933
12452,20470
12452,20885
12452,20866
12452,20864
12452,20665
12483,20493
12486,20906
12510,12104
12529,20982
12532,18167
12547,18075
12548,19866
12555,21520
12563,20850
12563,21796
12563,20779
12574,20616
12580,20854
12582,13277
12592,20426
12599,20426
12612,18167
12623,21346
12623,20874
12623,20117
12641,21809
12675,20794
12675,20676
12676,21838
12680,18755
12687,11719
12689,18910
12692,21588
12695,21838
12716,21838
12729,18862
12729,20721
12738,12736
12752,12416
12758,12758
12766,21837
12770,15008
12775,17470
12775,18810
12780,21342
12780,21838
12788,21869
12822,20500
12833,21967
12852,17230
12860,21399
12890,18206
12896,21467
12933,17518
12941,15952
12945,17738
12970,20817
12970,14445
12970,13615
12979,21869
12985,20863
12993,20135
12993,20464
13003,21242
13008,16419
13030,17021
13032,20012
13032,21331
13032,20840
13034,19999
13040,18063
13048,19826
13048,19984
13053,21601
13061,11327
13072,20885
13079,21267
13085,21159
13086,18142
13101,21838
13150,20885
13150,20022
13150,21511
13151,14096
13157,20426
13157,20912
13157,21324
13157,20635
13157,20616
13157,20192
13157,20213
13157,20117
13161,21288
13195,20770
13195,13195
13210,20289
13212,17848
13266,13266
13292,21837
13296,12698
13303,15061
13318,21809
13325,13515
13325,20158
13353,21837
13361,21176
13361,21765
13361,21890
13415,20573
13419,21552
13420,13456
13433,21346
13435,15570
13439,15418
13443,19424
13457,21820
13457,21838
13457,21404
13463,20239
13465,21866
13479,21784
13479,20367
13497,20807
13521,21210
13530,20676
13530,20794
13534,12801
13543,11675
13578,21837
13589,21592
13589,20532
13592,20775
13594,20593
13620,17628
13657,19198
13694,21202
13703,21002
13706,21869
13711,18792
13711,18701
13741,20915
13765,21734
13776,20906
13787,12790
13788,20500
13799,19217
13807,12263
13808,1615
13823,20858
13824,20532
13835,21834
13835,21837
13835,20087
13836,15583
13841,20532
13841,21040
13841,15852
13851,21490
13851,20701
13851,20901
13854,21424
13887,21164
13891,21405
13891,21464
13891,21220
13891,20793
13891,21810
13891,20985
13891,20152
13907,21331
13909,21809
13909,20454
13910,13910
13916,20906
13923,21809
13930,20987
13937,14267
13945,12637
13967,20893
13969,21500
13985,21423
13985,19972
13985,21868
14005,21725
14005,21826
14034,21164
14034,22014
14038,21469
14046,20840
14046,21160
14075,21346
14082,20450
14083,17677
14089,20532
14089,20136
14093,21159
14108,21818
14144,21257
14149,21984
14159,21889
14163,20224
14163,20294
14163,20111
14169,21588
14169,21312
14172,20402
14173,19424
14192,19807
14198,20180
14208,21050
14215,16642
14217,21838
14228,21275
14233,21716
14233,20721
14249,21588
14254,21837
14255,20411
14276,20167
14283,20402
14288,18688
14289,20529
14297,21481
14297,21333
14298,21210
14303,21837
14318,21809
14322,20721
14370,17841
14384,20776
14384,20057
14388,17399
14393,20176
14393,20466
14393,21350
14393,20255
14393,20119
14393,20573
14393,20732
14398,20770
14400,20289
14408,14234
14413,20745
14416,21652
14417,20532
14428,21098
14431,21202
14438,21202
14440,20811
14445,20839
14451,13615
14466,16307
14470,12499
14471,13158
14481,21500
14495,17908
14497,17810
14504,20573
14517,20808
14535,21838
14572,14572
14584,20711
14598,20518
14601,21530
14615,21533
14615,21439
14632,20978
14683,14526
14687,20240
14687,20136
14695,20385
14695,20831
14695,21202
14731,16779
14759,12196
14769,21601
14772,12418
14799,14799
14810,20133
14838,21305
14843,20187
14857,21275
14861,21818
14863,21417
14863,21997
14870,15433
14904,13496
14904,16371
14907,21175
14907,14842
14907,20349
14923,16645
14928,20532
14928,19884
14942,21331
14950,20610
14972,21187
14972,21015
14974,14972
14989,20470
14993,20826
14998,20725
14999,20906
15002,14996
15009,17215
15009,16443
15009,15510
15009,21592
15016,15020
15019,20450
15020,15020
15023,20450
15025,16779
15045,13434
15045,20604
15045,21698
15045,12857
15048,20470
15049,20461
15049,21869
15058,15371
15079,21101
15079,20442
15080,15189
15082,19780
15106,21494
15107,21331
15107,21390
15107,20397
15111,15536
15127,21494
15130,20159
15131,15665
15134,15424
15176,21754
15177,15189
15185,20426
15185,21869
15193,20566
15193,21245
15193,21264
15193,20180
15193,21387
15193,20010
15193,21302
15195,19185
15200,17720
15207,20289
15216,21205
15235,17042
15247,21436
15247,18906
15247,20010
15254,20666
15259,20454
15283,15283
15312,20337
15317,20158
15317,15293
15326,20863
15330,16150
15330,17775
15334,20864
15334,20811
15340,16138
15360,16382
15360,17016
15367,16379
15375,18616
15376,21275
15376,14228
15379,15379
15400,20817
15400,13512
15433,16102
15437,18792
15437,16086
15437,18701
15444,21457
15444,20194
15451,20952
15461,21164
15461,22014
15468,20975
15468,20255
15474,16438
15485,14235
15489,18717
15494,20912
15494,21761
15494,21845
15494,21428
15494,20695
15494,21908
15494,21981
15495,15541
15495,13433
15496,15097
15501,15540
15503,21838
15507,17429
15507,15193
15507,13345
15510,17215
15510,15510
15513,20681
15541,20450
15543,18792
15546,13433
15548,20239
15554,15555
15554,21249
15555,15573
15562,20218
15562,20393
15568,15535
15569,15575
15575,15575
15584,18906
15587,21725
15589,18906
15591,17215
15597,18423
15599,21592
15599,15424
15601,15985
15601,16023
15617,14235
15618,21837
15645,20372
15648,15213
15649,20623
15665,20953
15684,20610
15691,21838
15692,21869
15693,21869
15697,21390
15700,21838
15706,16589
15711,16628
15717,21404
15718,21331
15725,20676
15728,20676
15729,15304
15739,14859
15739,21275
15742,20529
15758,20010
15758,20435
15765,18906
15780,21662
15790,21159
15790,20010
15792,20162
15796,16774
15802,18792
15817,11582
15818,18701
15818,18793
15818,15933
15819,15968
15825,20676
15829,20721
15830,20029
15833,20542
15833,20010
15838,20676
15844,20454
15852,16966
15881,20839
15895,19690
15899,18383
15904,21164
15904,22014
15907,20893
15926,18191
15930,15322
15934,21251
15939,21449
15952,21278
15952,16310
15969,20764
15969,21015
15994,21251
16012,18792
16020,21046
16022,15757
16029,20280
16046,17578
